date,ndvi_mean,cloud_cover
2024-06-12,0.1618489417221253,81.1270565
2024-06-17,0.026371576410514623,100.0
2024-06-22,0.28293958848687417,83.50280375
2024-06-27,0.4029019817713839,48.73757075
2024-07-02,0.32985373741010304,72.85078025
2024-07-07,0.25806496114276656,59.476983000000004
2024-07-12,0.3738080416248845,53.9264615
2024-07-17,0.487293528896663,47.675946499999995
2024-07-22,0.23193380964697566,90.58360575
2024-07-27,0.3007033467700497,79.90752925000001
2024-08-01,0.4915162136327876,73.1011885
2024-08-06,0.38376721243151635,55.435748249999996
2024-08-11,0.3746956756548904,87.4559685
2024-08-16,0.357226316256273,42.363272
2024-08-21,0.33720270686590686,46.1804905
2024-08-26,0.171946178018769,94.22366475
2024-08-31,0.40385265765509915,39.36438125
2024-09-05,0.38708773732677243,41.919859
2024-09-10,0.3843788724635344,47.49556575
2024-09-15,0.363424900872111,36.53561275
2024-09-20,0.46101453592469444,30.718937500000003
2024-09-25,0.22876613896279643,99.99999700000001
2024-09-30,0.4070799303438234,79.35221775
2024-10-05,0.025495898045522304,96.05144725
2024-10-10,0.37552703527191805,30.975770500000003
2024-10-15,0.33039288097224173,69.50175775
2024-10-20,0.11078438633356581,98.81957775000001
2024-10-25,0.5168517499305169,16.9664125
2024-10-30,0.059746090972134,81.69704800000001
2024-11-04,0.2761895426448743,53.9877725
2024-11-09,0.26321390553694146,61.96367275
2024-11-14,0.08822434772113541,76.29377225
2024-11-19,0.4622174251227358,53.389625
2024-11-24,0.41230522293398236,23.583262
2024-11-29,0.559475132077369,0.67816125
2024-12-04,0.46174827019912507,41.727532749999995
2024-12-09,0.4925768806889365,35.79712416666667
2024-12-14,0.40078554189669513,27.9959636
2024-12-19,0.31910192281570465,66.837651
2024-12-24,0.4234461758652116,65.5305045
2024-12-29,0.5102491339733395,67.40568725
2025-01-03,0.33451178887533917,56.138581
2025-01-08,0.24351778864296805,63.25303
2025-01-13,0.1932856618592408,74.818325
2025-01-18,0.5249396414900445,22.8341745
2025-01-23,0.0702149604494139,73.733908
2025-01-28,0.12905554768199998,70.70141
2025-02-02,0.48062152748971143,61.55821
2025-02-07,0.5228373847788191,5.00063625
2025-02-12,0.46391099785306084,38.923741
2025-02-17,0.292836571666221,82.976295
2025-02-22,0.2906410966233355,46.52710999999999
2025-02-27,0.49749389127247423,6.1524915
2025-03-04,0.4808721330251824,9.813101249999999
2025-03-09,0.4564111246222309,19.10008175
2025-03-14,0.4322980424003374,12.16524425
2025-03-19,0.425975106027798,0.00375575
2025-03-24,0.30907912060868975,72.99693225
2025-03-26,0.2822850618609749,36.6081245
2025-03-29,0.3720227536282237,30.88317325
2025-04-03,0.35777321622391234,14.01394475
2025-04-08,-0.011075863580466833,99.49614725
2025-04-13,0.33206279848137155,8.786479
2025-04-15,0.34597174505468004,0.22623425
2025-04-18,0.31119480028427204,15.437610750000001
2025-04-23,0.18765209454945256,36.083573
2025-04-28,0.22866912869097242,32.63881225
2025-05-03,0.30826495993356007,11.393341
2025-05-05,0.30829769675476537,30.2503155
2025-05-08,0.27473249164754676,49.9418705
2025-05-13,0.2916220291510277,28.7261095
2025-05-18,0.31835478492698865,22.293218250000002
2025-05-23,0.20191963645964192,44.19921025
2025-05-25,0.2047007014260428,45.054406
2025-05-28,0.2395240730179249,40.90503375
2025-06-02,0.20286059076767815,49.281876499999996
2025-06-07,0.1842900498684537,38.91119975
